Review,Comments,Ratings,Locations,Time,Positive_Score,Negative_Score,Neutral_Score,Sentiment,Subjectivity_Score
Expected a better product,Not good at all. Waste of money after spends Rs. 25000,4, Hyderabad,4 months ago,0.4588,0,0.4588,Positive,0.375
Horrible,Batry problem,5, Karimnagar,4 months ago,-0.7351,0.7351,0.0,Negative,1.0
Just okay,Front camera very poor do not buy this phone,4, Kolkata,4 months ago,-0.296,0.296,0.0,Negative,0.55
Fabulous!,Super,5, Tirupathur Vellore District,4 months ago,0.8074,0,0.8074,Positive,0.8333333333333333
Useless product,Over heating,5, Bargarh District,4 months ago,-0.4215,0.4215,0.0,Negative,0.2
Value-for-money,"If you're interested to buy this phone, Buy it for for 21k or less..... That makes a amazing deal..Overall the device is good, experience is decent.Camera is decent but OIS is a gimmick.Charging is quite fast and battery lasts for a day with moderate usage.Little settings here and there and you'll get good privacy.",5, Kolhapur,4 months ago,0.9005,0,0.9005,Positive,0.5791666666666666
Does the job,Battery is draining fast,5, Yerraguntla,4 months ago,0.0,0,0.0,Neutral,0.6
Hated it!,Worst product,5, Kolkata,4 months ago,-0.8519,0.8519,0.0,Negative,0.85
Moderate,"After using of 4 months I am very dissoppoint for the performance of this model, not recommended to buy this.....",4, Guntur,5 months ago,0.2023,0,0.2023,Positive,0.7
Very poor,The battery was very worst thing in this phone... Remains are best,5, Chennai,nan,-0.4588,0.4588,0.0,Negative,0.6333333333333334
Unsatisfactory,Don't waste money on this  battery draing faster,5, Peddapalle,5 months ago,0.3252,0,0.3252,Positive,0.0
Don't waste your money,Battery drain very fast heating issues also heavy,4, Dharmapuri District,5 months ago,0.3252,0,0.3252,Positive,0.3666666666666667
Expected a better product,Sorry for i m not adding any pic but hardware of Chinese brand is same as chinese people .. In hand fill like so much weak ...scretch was happen very easily   specially camera lens ..rear camera quality is bad  . I have been using this phone ..it has lot of heating issue ..plzz dont buy it otherwise u regret .... Price is also so much high,5, Saharsa,5 months ago,0.684,0,0.684,Positive,0.47812169312169306
Utterly Disappointed,Third class camera. Overprocessed everything strange colour in images.,5, Siliguri...,5 months ago,-0.6361,0.6361,0.0,Negative,0.3
Horrible,Camara is very bad compare with old model mobilesNo Notification light Display resolution also bad.,5, Hanamkonda,5 months ago,-0.8885,0.8885,0.0,Negative,0.6466666666666666
Decent product,The battery drains too fast.. Not happy with the battery performance.. Even I haven't even used much videos and uses very frequently.. But still not much difference.,5, Bengaluru,5 months ago,0.5719,0,0.5719,Positive,0.49444444444444446
Hated it!,Worst experience ever.. battery draining so fast.no return and replacement available.money waste product.,5, Badvel,5 months ago,-0.9022,0.9022,0.0,Negative,0.5666666666666667
Very Good,Best phone.।।,4, Lucknow,5 months ago,0.7964,0,0.7964,Positive,0.45000000000000007
Nice,"After using Samsung m30s mobile which is a budget phone, redmi note 12 pro mobile doesn't look appealing except performance, in display samsung phones way better than this one",5, Thane,5 months ago,0.6908,0,0.6908,Positive,0.6666666666666666
Absolute rubbish!,Bad quality phone heating problem very high,3, Gurgaon,nan,-0.7351,0.7351,0.0,Negative,0.7022222222222222
Just wow!,Don't extra thinks. Go for it it's a very very well phone in this price range. Seriously amazing device.,3, Dhampur,5 months ago,0.8402,0,0.8402,Positive,0.6666666666666666
Value-for-money,Design too good.... Worth for money,5, Visakhapatnam,5 months ago,0.5859,0,0.5859,Positive,0.35000000000000003
Fabulous!,Awsome mobile.. Good camera.. All is best,4, Kollam,5 months ago,0.8885,0,0.8885,Positive,0.6333333333333334
Just okay,Good ,4, Hubballi,5 months ago,0.5859,0,0.5859,Positive,0.55
Terrific purchase,"Just bought the phone. The display is crisp and sharp. The haptics is good, light weight. The camera is also very nice thanks to the OIS. The phone has a premium look over it. Not a phone for high end gaming person but suits perfectly for a average user.",4, Panihati,5 months ago,0.9423,0,0.9423,Positive,0.622962962962963
Highly recommended,overall good performance.,4, Thiruvananthapuram,5 months ago,0.6436,0,0.6436,Positive,0.38000000000000006
Highly recommended,Nice looking good performance,5, Noida,5 months ago,0.7947,0,0.7947,Positive,0.7133333333333334
Wonderful,All are good,4, Chandauli,5 months ago,0.765,0,0.765,Positive,0.8
Brilliant,Good product redmi note 12 profile,3, Patna District,5 months ago,0.7717,0,0.7717,Positive,0.8
Mind-blowing purchase,Overall all value for money  ..Personally I loved it ,5, Kolkata,nan,0.743,0,0.743,Positive,0.4
Wonderful,I love this ph but all over okay but i think heating issues  aache camera superb ,5, Krishnanagar,5 months ago,0.9313,0,0.9313,Positive,0.775
Worth every penny,Very good product,5, Panchkula,5 months ago,0.5859,0,0.5859,Positive,0.35000000000000003
Excellent,Very nice picture quality and amazing sound quality.,5, Durgapur,6 months ago,0.8834,0,0.8834,Positive,0.825
Terrific purchase,Beautiful phone on time delivery,5, Allahabad,6 months ago,0.7906,0,0.7906,Positive,1.0
Expected a better product,The battery backup of my phone is very less as I was told that the battery is of 5000 MH.  But the 5000 mAh battery is as per and not working properly.  Battery backup is very less and the keypad on it is also not working properly and I want to change this phone or take it from some other company.  please return this phone,5, Gurugram,6 months ago,0.6705,0,0.6705,Positive,0.20555555555555557
Really Nice,"50mp photos are superb.Note:OIS feature available in photography and 1080 30fps videoStock camera 1080p 60fps and 4k videos are not OIS stabilized1080p 30fps videos are stabilized with OIS. I installed gcam. But the photo rendering is not good in gcam. I think it will work better with Snapdragon chipset.So,  I prefer stock camera for photography. But Gcam works superb in 4k 60fps  video with OIS enabled. Stock camera only supports OIS stability in 1080 30fps.67charger is superb. P...",5, Pathanamthitta District,6 months ago,0.9617,0,0.9617,Positive,0.75
Worth every penny,What is best mobile,5, Krishna District,6 months ago,0.7269,0,0.7269,Positive,0.2
Mind-blowing purchase,Nice experience ,4, Dakshin Dinajpur District,6 months ago,0.4215,0,0.4215,Positive,1.0
Good,mobile gets hot,5, Mumbai,6 months ago,0.4404,0,0.4404,Positive,0.7250000000000001
Decent product,Issue with the speaker. You wont b audible to the person speaking to you on the call.Camera good.Battery drains quickly.Heating issue. With light use also mobile heats a lot.,5, Kumta,nan,0.0,0,0.0,Neutral,0.6833333333333333
Not good,"Everything is fine,Back camera is goodFront camera is worst, never buy for front camera.",5, Bijepur,6 months ago,-0.296,0.296,0.0,Negative,0.8
Mind-blowing purchase,Everyone nice,5, Rajkot,6 months ago,0.4215,0,0.4215,Positive,1.0
Brilliant,Goood phoneBut average camera,5, Bharatpur,6 months ago,0.5859,0,0.5859,Positive,0.7
Decent product,battery backup is not good and camera also not looks like sony IMX . also heating issue.,3, Bengaluru,6 months ago,0.6597,0,0.6597,Positive,0.6333333333333333
Excellent,"This phone is value for money  I used is from 2 weeks I don't face any problem , nice phone and dual speakers are very loud  ",3, Dhania,6 months ago,0.7207,0,0.7207,Positive,0.9333333333333332
Good quality product,Phone battery back up is amazing. But camera quality is not worth for this price. Camera quality should improve,5, Bengaluru,6 months ago,0.8885,0,0.8885,Positive,0.4
Perfect product!,Good,3, Prakasam,6 months ago,0.765,0,0.765,Positive,0.8
Wonderful,Amazing,5, East Godavri,6 months ago,0.8176,0,0.8176,Positive,0.95
Highly recommended,Awesome...for battery and camera but OIS support doesn't works completely....,5, Ambedkar Nagar District,6 months ago,0.5849,0,0.5849,Positive,0.47
Terrific,Nice super,3, Surat,nan,0.8689,0,0.8689,Positive,0.8888888888888888
Best in the market!,Top class,4, Kolkata,6 months ago,0.7184,0,0.7184,Positive,0.4
Brilliant,Good money of value,3, Saran District,6 months ago,0.8442,0,0.8442,Positive,0.8
Mind-blowing purchase,Satisfied with the buy.,5, Tiruchirappalli District,6 months ago,0.4215,0,0.4215,Positive,1.0
Good,Nice  product,4, Bengaluru,6 months ago,0.6908,0,0.6908,Positive,0.8
Excellent,Excellent product,5, Ghaziabad,6 months ago,0.8126,0,0.8126,Positive,1.0
Must buy!,Look bhut acha but all function is same like redmi note 10pro,5, New Delhi,6 months ago,0.3612,0,0.3612,Positive,0.0
Super!,Nice ,5, Mirzapur,6 months ago,0.7717,0,0.7717,Positive,0.8333333333333333
Fair,Product not upto the mark .....feeling disappointed,5, Varanasi,6 months ago,-0.0772,0.0772,0.0,Negative,0.825
Waste of money!,Camera quality is extremely bad .,5, Begusarai District,6 months ago,-0.7645,0.7645,0.0,Negative,0.3333333333333333
Does the job,Camera is very poor. Phone design is only good. Phone performance is overall not satisfactory.,5, Prayagraj,nan,0.3182,0,0.3182,Positive,0.4000000000000001
Simply awesome,Excellent product,5, Cuttack,6 months ago,0.8316,0,0.8316,Positive,1.0
Expected a better product,"Selfie quality very very bad, ois not working in photography",5, Bangaon,6 months ago,-0.1531,0.1531,0.0,Negative,0.5222222222222223
Absolute rubbish!,"Fingerprint button is not working proper, I suggest everyone don't buy this product.",4, Bengaluru,6 months ago,0.0,0,0.0,Neutral,0.5
Useless product,Camara hyang problem,4, Talegaon Dabhade,6 months ago,-0.6705,0.6705,0.0,Negative,0.2
Moderate,Camera quality is not good display quality is very poor  and battery charged witg in 1hr waste of money,5, Khatima,6 months ago,-0.5859,0.5859,0.0,Negative,0.475
Slightly disappointed,Don't buy heating problem,5, Kottayam,6 months ago,-0.1403,0.1403,0.0,Negative,0.75
Nice,Nyc mobile,5, Nayagarh,6 months ago,0.4215,0,0.4215,Positive,1.0
Wonderful,Price is bit high but quality is good. For mid range requirements it will fulfill your needs. Performance camera display sound picture quality everything is best in range.,5, Bengaluru,6 months ago,0.9287,0,0.9287,Positive,0.47333333333333333
Worst experience ever!,"Camera is very bad, totally useless. Not at all for the price. Realme has much better phones for its money than this",5, Bankura District,7 months ago,-0.8313,0.8313,0.0,Negative,0.5916666666666666
Wonderful,Good performanceDisplay quality satisfiedComparison to realme 9pro plus it's just superb better display quality camera Value for money,3, Ambur,nan,0.9432,0,0.9432,Positive,0.775
Could be way better,Battery backup is very bad. But camera is very good ,3, Greater Noida,7 months ago,0.3182,0,0.3182,Positive,0.5888888888888889
Mind-blowing purchase,"Overall good like good performance good battery standby very smooth to use, slim and light weight stylish look and Best camera image stabilizer in this budget.",4, Chennai,7 months ago,0.9371,0,0.9371,Positive,0.5375
Terrific,It's out of my expectationsReally great Xiaomi,5, Trivandrum,7 months ago,0.802,0,0.802,Positive,0.875
Good,"Everything is fine, but camera is average. Not value for money at all.. but better than any other phone in this range",5, Ordnance Factory Itarsi Township,7 months ago,0.8402,0,0.8402,Positive,0.5
Fair,"After using 10 days I can sayPros:-1. Very Light weight2. Front Camera is nice3. Back panel design is awesome4. Back camera is normal5. Good sound qualityCons- 1. Battery drains so fast, same as my 2 years old realme 7 draining2. No automatic call recording, even infinix hot 20 play low budget phone has automatic call recording.",3, New Delhi,7 months ago,0.9081,0,0.9081,Positive,0.5538461538461539
Just okay its heating,for this phone 22k is bit much high and you feel heating phone issue,3, Hyderabad,7 months ago,0.2263,0,0.2263,Positive,0.52
Simply awesome,It is very good and lighter. Iam using redmi note 10 pro max and it is very heavy phone and performance is very good day to day usage it is beast,5, Aligarh,7 months ago,0.872,0,0.872,Positive,0.675
Wonderful,Gaming mode was so nice  more futures available in this device performance was really good  camera department also superr but  only price too much......,5, West Godavari District,7 months ago,0.8655,0,0.8655,Positive,0.64
Delightful,"There is vibration at back panel while ringtone or music playing, though speakers are really good. Camera is also nice.Google dialer is not good.",5, Faridabad,7 months ago,0.8998,0,0.8998,Positive,0.55
Mind-blowing purchase,Super,5, Hyderabad,nan,0.5994,0,0.5994,Positive,0.6666666666666666
Good quality product,"This is my first time that I am using a Redmi phone. I am satisfied after using it for a couple of weeks. Specially Battery performance is great, The display is awesome considering the price range. If you're planning to buy a phone in the range of 20-25k go for it.",5, Rampur,7 months ago,0.9313,0,0.9313,Positive,0.7091269841269842
Highly recommended,Phone is a good mid range device checking all tickboxes. I am happy with the purchase and recommend this phone.,5, Pimpri Chinchwad,7 months ago,0.8874,0,0.8874,Positive,0.535
Wonderful,Very good,5, Byasanagar,7 months ago,0.765,0,0.765,Positive,0.8
Perfect product!,Ok,4, Howrah,7 months ago,0.7096,0,0.7096,Positive,0.75
Worth the money,Best Mobile,5, Tirupati,7 months ago,0.7269,0,0.7269,Positive,0.2
Hated it!,The phone hangs ones in a day,4, Bharuch,7 months ago,-0.6369,0.6369,0.0,Negative,0.7
Just okay,The selfie camera I not taking good photos and the portrait mode is not good,4, Pune,7 months ago,0.7717,0,0.7717,Positive,0.5666666666666668
